recordId,recordType,servedIMSI,callingNumber,calledNumber,startTime,endTime,duration,location,callStatus,dataVolumeUplinkKB,dataVolumeDownlinkKB
fdf04c94-dcbf-4a58-857f-9a2bfab16fdb,DATA,+55 (031) 0783-3019,,,2025-07-31 02:23:03,2025-07-31 03:09:28,2785,BS_5,N/A,18373,109555
b2cce741-d167-4123-8ca9-d90b6e139cf3,DATA,(051) 3398-6293,,,2025-07-31 02:24:45,2025-07-31 04:22:02,7037,BS_6,N/A,70257,283870
91518826-2b82-4bb8-b717-35fc21b66009,DATA,+55 81 0508 4021,,,2025-07-31 02:36:21,2025-07-31 03:10:15,2034,BS_2,N/A,37376,172073
d2ee011e-85ee-4dcb-bb9e-3c7d0e4f642e,VOICE,+55 (071) 1757-7972,+55 (071) 1757-7972,+55 (041) 8507 5699,2025-07-31 02:38:13,2025-07-31 02:46:00,467,BS_2,ANSWERED,0,0
5826dc8a-74e3-4681-8a66-4c60347e730f,DATA,+55 (051) 9402 9486,,,2025-07-31 02:51:33,2025-07-31 03:31:42,2409,BS_6,N/A,29923,288464
c772c1b6-b9a4-40fc-986d-2a39bf73a71b,DATA,+55 84 8801-2455,,,2025-07-31 02:54:54,2025-07-31 03:08:09,795,BS_1,N/A,13279,59238
218648e4-7d17-4319-9bfb-c9c4a8af1e5a,VOICE,+55 (011) 8613-3281,+55 (011) 8613-3281,+55 (041) 2211-9897,2025-07-31 03:11:33,2025-07-31 03:29:48,1095,BS_5,ANSWERED,0,0
82f4eecf-fb5c-448a-b547-b26d2e14818b,DATA,(084) 2619 5959,,,2025-07-31 03:15:01,2025-07-31 04:43:15,5294,BS_1,N/A,100946,623614
312c4eb1-11a3-4648-9140-4033f764ab3e,VOICE,0800-983-5388,0800-983-5388,0300 613 9940,2025-07-31 03:26:39,2025-07-31 03:41:11,872,BS_1,ANSWERED,0,0
81bfbd20-1389-477f-b99e-040a3b582a10,DATA,+55 51 0580 8527,,,2025-07-31 03:31:21,2025-07-31 03:58:05,1604,BS_6,N/A,49272,200339
2a84bc66-dfa2-40d4-a70d-fdb8fe9f18d2,DATA,+55 (071) 0929 1417,,,2025-07-31 03:34:21,2025-07-31 04:18:39,2658,BS_3,N/A,38861,387439
46408d11-b25b-4856-9317-1367f2244b8c,SMS,+55 71 6848-3314,+55 71 6848-3314,+55 11 8470-3086,2025-07-31 03:36:09,2025-07-31 03:36:09,0,BS_3,N/A,0,0
d99ee5d8-b613-465a-83a1-ff5b0ff40039,SMS,+55 41 4093 7197,+55 41 4093 7197,(041) 7302 4877,2025-07-31 03:51:12,2025-07-31 03:51:12,0,BS_6,N/A,0,0
791a7d36-bdfd-494c-83fd-883a0a36bfd3,VOICE,(011) 9903-5097,(011) 9903-5097,0800-706-9158,2025-07-31 04:17:19,2025-07-31 04:42:36,1517,BS_1,ANSWERED,0,0
2df9ee84-ac5e-4bfb-a97f-2f38f138418c,DATA,0800 072 1163,,,2025-07-31 04:18:50,2025-07-31 04:35:24,994,BS_6,N/A,13010,111055
47d534cd-c85a-40ab-af3e-cdd2a55d55de,DATA,+55 (051) 2331-5465,,,2025-07-31 04:41:59,2025-07-31 06:36:18,6859,BS_4,N/A,238173,876535
79b49130-016a-4e98-a18e-87e98261fd54,DATA,41 1457 0912,,,2025-07-31 04:53:23,2025-07-31 06:46:01,6758,BS_3,N/A,101634,354205
aab5bf9a-7fd3-41a0-81c1-7c7e2ec8a0d7,VOICE,0900-256-8430,0900-256-8430,41 6310-7693,2025-07-31 04:59:45,2025-07-31 05:12:07,742,BS_1,ANSWERED,0,0
687bf92d-4c9e-40b4-80c0-cc66fbbf7d9b,SMS,(041) 4096-1034,(041) 4096-1034,41 2923 9172,2025-07-31 05:07:52,2025-07-31 05:07:52,0,BS_3,N/A,0,0
82f625f6-5caa-4d83-a8a3-c542e15c2391,DATA,+55 41 4037-3124,,,2025-07-31 05:22:45,2025-07-31 06:13:31,3046,BS_1,N/A,50067,169000
e6510f16-46bb-457c-af25-b78e3ce3a7f1,DATA,(011) 4030-1869,,,2025-07-31 05:25:01,2025-07-31 05:32:58,477,BS_2,N/A,5590,43491
4bc3fd02-06f2-4ec4-9785-43f977131fb0,DATA,(011) 4030-1869,,,2025-07-31 05:30:00,2025-07-31 07:16:32,6392,BS_1,N/A,19028,86629
3dcea00b-113a-427a-87b6-7faeb52a0f7c,SMS,+55 71 0402 8046,+55 71 0402 8046,41 4283-1031,2025-07-31 05:30:26,2025-07-31 05:30:26,0,BS_2,N/A,0,0
77292d7f-976d-48ae-ae09-699a5773cc2f,VOICE,+55 11 8470-3086,+55 11 8470-3086,+55 (011) 5452-1564,2025-07-31 05:34:11,2025-07-31 05:54:10,1199,BS_3,ANSWERED,0,0
52bac6ea-4884-417f-97d9-7bb4d4bddfc6,DATA,(051) 5025-0542,,,2025-07-31 05:46:03,2025-07-31 07:06:34,4831,BS_6,N/A,159047,728723
f04315e4-bf26-4f45-a937-5775639c3ffb,SMS,+55 (041) 8507 5699,+55 (041) 8507 5699,+55 41 4093 7197,2025-07-31 06:04:48,2025-07-31 06:04:48,0,BS_1,N/A,0,0
df10ca50-fc66-476e-8404-8adf052be2be,DATA,+55 81 0508 4021,,,2025-07-31 06:20:29,2025-07-31 06:39:19,1130,BS_3,N/A,27588,161891
0003bfed-434a-4276-a023-16fc6b0c33ea,VOICE,(011) 9903-5097,(011) 9903-5097,+55 (051) 6828-2329,2025-07-31 06:27:28,2025-07-31 06:52:17,1489,BS_1,ANSWERED,0,0
f8d4a79b-0dc9-499e-bbea-7fd44e503136,VOICE,+55 81 0508 4021,+55 81 0508 4021,0500 591 6133,2025-07-31 06:27:48,2025-07-31 06:44:15,987,BS_3,ANSWERED,0,0
b1942d06-c237-4169-8179-baefcdb48d07,VOICE,31 4330-0019,31 4330-0019,+55 21 2079-7634,2025-07-31 06:29:09,2025-07-31 06:29:18,9,BS_3,BUSY,0,0
e5ede4f0-e6c3-42e3-bb59-a24990a02c4d,DATA,+55 (084) 8765-6468,,,2025-07-31 06:32:24,2025-07-31 07:36:26,3842,BS_5,N/A,16796,62104
ded28c22-491f-40fe-916a-b895bde72593,VOICE,+55 61 1623 4903,+55 61 1623 4903,+55 31 5478-7423,2025-07-31 06:58:57,2025-07-31 07:22:35,1418,BS_4,ANSWERED,0,0
d0c43550-fd23-4ce6-b511-734934443783,SMS,0500 947 9780,0500 947 9780,(041) 4096-1034,2025-07-31 07:05:57,2025-07-31 07:05:57,0,BS_1,N/A,0,0
50b45904-96b6-40a5-bb12-554f54f27286,DATA,11 4425 1760,,,2025-07-31 07:10:26,2025-07-31 08:50:44,6018,BS_2,N/A,14171,133811
88e512a0-618c-42e5-8ce4-02544acad79b,VOICE,+55 41 4093 7197,+55 41 4093 7197,+55 51 0580 8527,2025-07-31 07:12:29,2025-07-31 07:38:48,1579,BS_6,ANSWERED,0,0
df48228f-1802-478d-a317-dc5499627f3f,DATA,41 9644-5764,,,2025-07-31 07:12:50,2025-07-31 08:53:49,6059,BS_6,N/A,323295,1103805
29ff4647-0a03-4802-b906-be34dffee03d,DATA,0800 628 7790,,,2025-07-31 07:16:36,2025-07-31 08:52:20,5744,BS_6,N/A,82892,452969
996599ef-170f-4ae7-a829-f2b6fc652a89,DATA,(061) 7033-1974,,,2025-07-31 07:23:02,2025-07-31 08:01:55,2333,BS_4,N/A,37700,323946
cda861bd-5a83-46bb-b09b-14154a696fd8,VOICE,(011) 4030-1869,(011) 4030-1869,0900-377-9937,2025-07-31 07:39:41,2025-07-31 08:00:19,1238,BS_2,ANSWERED,0,0
83c56c2a-88cb-4f5d-8c90-06be09b5162c,VOICE,+55 (051) 2331-5465,+55 (051) 2331-5465,+55 (011) 8613-3281,2025-07-31 07:43:34,2025-07-31 07:50:53,439,BS_4,ANSWERED,0,0
f2096766-ee94-4379-a542-f56906ab2168,DATA,+55 71 7877-7953,,,2025-07-31 07:59:28,2025-07-31 08:38:21,2333,BS_2,N/A,85326,285618
7e608186-a7c1-4ed5-af73-c32a67ebf0bf,DATA,84 2034-4689,,,2025-07-31 08:01:51,2025-07-31 08:50:40,2929,BS_1,N/A,63565,225642
5eb56995-b026-4976-b0ff-b94a50b851a5,DATA,0500 947 9780,,,2025-07-31 08:02:11,2025-07-31 08:32:25,1814,BS_2,N/A,41057,198056
c425e28c-7f6c-4a02-9093-729b57a70bb4,DATA,84 6713-6190,,,2025-07-31 08:03:38,2025-07-31 08:25:51,1333,BS_3,N/A,39749,144041
76ef0136-4672-4e45-bfef-1baf88b145c7,DATA,(061) 4690-2428,,,2025-07-31 08:04:10,2025-07-31 09:29:03,5093,BS_4,N/A,176542,1008509
2062f9bc-9ec3-4670-a391-b8c9856feae0,DATA,+55 11 8470-3086,,,2025-07-31 08:08:13,2025-07-31 08:45:07,2214,BS_2,N/A,76365,304529
2b969824-9b7f-43bc-b96a-c72d0bf6c5db,DATA,0800-983-5388,,,2025-07-31 08:08:39,2025-07-31 08:32:11,1412,BS_1,N/A,51701,274584
290e1bda-61ee-4b0e-aede-154cb8360597,DATA,0800 628 7790,,,2025-07-31 08:08:57,2025-07-31 09:41:38,5561,BS_5,N/A,257400,944653
62adce44-d4fb-4cd4-83a0-d4f6dce8430c,DATA,41 4577 0924,,,2025-07-31 08:09:30,2025-07-31 08:17:03,453,BS_3,N/A,9368,62142
81ee594b-e81a-41c0-b803-1d284b50a78c,DATA,(081) 0712-7021,,,2025-07-31 08:12:21,2025-07-31 09:20:36,4095,BS_2,N/A,126203,718080
5931988e-a05c-43c2-965d-d589361ea518,DATA,84 6713-6190,,,2025-07-31 08:12:48,2025-07-31 09:53:36,6048,BS_4,N/A,83466,288683
710149a9-7975-4fe7-8f75-2642d4da4a44,DATA,(041) 7302 4877,,,2025-07-31 08:12:57,2025-07-31 09:39:48,5211,BS_2,N/A,132074,674587
ee5afc38-6b0a-44b2-8a7c-d534d0a5479d,DATA,+55 (084) 4481-9580,,,2025-07-31 08:13:11,2025-07-31 08:41:41,1710,BS_1,N/A,65539,323621
e57a19af-626f-4b79-9db5-0e3d3620793d,DATA,+55 84 1720 7442,,,2025-07-31 08:14:38,2025-07-31 10:04:56,6618,BS_6,N/A,159580,969033
bbca28e9-5eae-4a95-b240-8da791890ee3,DATA,31 4330-0019,,,2025-07-31 08:17:25,2025-07-31 09:44:09,5204,BS_3,N/A,73359,263068
2a74d5ab-cd6f-4d9d-9886-640fb92e4af5,DATA,0500 947 9780,,,2025-07-31 08:17:39,2025-07-31 10:00:09,6150,BS_5,N/A,177186,951826
c4fcb9b4-dbe9-41c1-9d33-e454caae6180,SMS,21 6221-2093,21 6221-2093,(084) 5708-2873,2025-07-31 08:17:53,2025-07-31 08:17:53,0,BS_3,N/A,0,0
6fd3d06b-f12e-499b-89a6-0e68a1b1f8e2,SMS,41 7527-2793,41 7527-2793,+55 71 0259 6772,2025-07-31 08:19:37,2025-07-31 08:19:37,0,BS_4,N/A,0,0
70a7d002-df47-463c-86dc-7c498bd89a9e,VOICE,61 8216 2026,61 8216 2026,31 4330-0019,2025-07-31 08:21:16,2025-07-31 08:29:31,495,BS_5,ANSWERED,0,0
21dd93c8-d3dd-43bf-8ed3-8aae83f2315b,DATA,+55 31 5579-9268,,,2025-07-31 08:21:41,2025-07-31 09:20:50,3549,BS_6,N/A,115934,618648
3dd22001-cff3-434f-90a5-b2414c1f0ca3,SMS,84 3020-3075,84 3020-3075,(031) 8118-9270,2025-07-31 08:21:54,2025-07-31 08:21:54,0,BS_6,N/A,0,0
4c8a6604-2f5e-4a18-bb5c-b1ac15d347b0,SMS,+55 (041) 8507 5699,+55 (041) 8507 5699,(061) 4690-2428,2025-07-31 08:26:09,2025-07-31 08:26:09,0,BS_3,N/A,0,0
4bb00980-8240-4f64-b81a-e93f6c23e2c9,DATA,+55 (071) 1757-7972,,,2025-07-31 08:26:53,2025-07-31 08:43:43,1010,BS_4,N/A,27111,156499
064feed5-62a1-4ac6-8610-88ef7ceef305,DATA,+55 (084) 4040 4605,,,2025-07-31 08:29:19,2025-07-31 09:01:08,1909,BS_3,N/A,5676,38313
5d9a31d5-1fc3-4bf6-957f-c775ecde5453,VOICE,81 1108 8374,81 1108 8374,0900-677-7534,2025-07-31 08:30:52,2025-07-31 08:45:19,867,BS_2,ANSWERED,0,0
d2c13bce-a62f-4602-b694-69fa4dc4425b,SMS,0800-921-7530,0800-921-7530,(011) 9903-5097,2025-07-31 08:33:32,2025-07-31 08:33:32,0,BS_5,N/A,0,0
5fe568d3-f070-4323-a799-66969ac367b0,DATA,+55 (071) 0929 1417,,,2025-07-31 08:34:50,2025-07-31 09:56:05,4875,BS_3,N/A,234966,909328
3adedb89-71a3-4a8d-9728-9e42bf762e1d,SMS,+55 51 0580 8527,+55 51 0580 8527,(081) 1142 9446,2025-07-31 08:35:58,2025-07-31 08:35:58,0,BS_6,N/A,0,0
de981631-a0d7-4cda-9622-8656ca266a6d,VOICE,+55 21 1989-4747,+55 21 1989-4747,+55 41 2019-9953,2025-07-31 08:38:34,2025-07-31 08:38:44,10,BS_4,BUSY,0,0
cac8b489-f2ef-4f06-b8f2-1fc25a63606c,DATA,(021) 2931-1021,,,2025-07-31 08:38:36,2025-07-31 08:40:00,84,BS_6,N/A,2712,11830
8947bba4-fb52-49a1-8270-5691fc8bc677,DATA,84 5626 6782,,,2025-07-31 08:38:36,2025-07-31 08:43:31,295,BS_1,N/A,2313,21828
0fb19fc0-3937-42f2-bfa1-674fc8f1a449,DATA,81 1108 8374,,,2025-07-31 08:38:43,2025-07-31 08:57:41,1138,BS_2,N/A,23653,89407
9b8cac68-27e7-46b0-8608-f1de01587c69,VOICE,+55 (061) 4529 6135,+55 (061) 4529 6135,+55 (084) 4965 9517,2025-07-31 08:39:27,2025-07-31 08:45:48,381,BS_6,ANSWERED,0,0
2a169105-3cf0-4dba-85b4-198a55594118,VOICE,(081) 3731 7779,(081) 3731 7779,51 4975 4450,2025-07-31 08:39:46,2025-07-31 08:55:14,928,BS_3,ANSWERED,0,0
e0a8c2c0-27f7-4551-a2c4-55c7902a71ca,DATA,(051) 3398-6293,,,2025-07-31 08:40:55,2025-07-31 08:45:24,269,BS_6,N/A,3555,17989
7e028ba8-0b3b-41b3-bd81-8cd1a435ea40,SMS,(084) 5708-2873,(084) 5708-2873,+55 41 6041 6421,2025-07-31 08:41:02,2025-07-31 08:41:02,0,BS_5,N/A,0,0
4105ac76-f797-45bc-8cb2-a3bdcb19a015,SMS,(011) 5966 8087,(011) 5966 8087,+55 (051) 9402 9486,2025-07-31 08:42:54,2025-07-31 08:42:54,0,BS_1,N/A,0,0
08de4757-f47e-427b-b4be-95455126accd,VOICE,(041) 4096-1034,(041) 4096-1034,0800-983-5388,2025-07-31 08:43:30,2025-07-31 08:43:40,10,BS_3,FAILED,0,0
0519cfd7-a892-4bf9-979d-e7e332d17580,DATA,+55 11 0490-8390,,,2025-07-31 08:44:55,2025-07-31 09:42:18,3443,BS_3,N/A,112133,584794
50d79003-08cb-4fee-8314-5a728f47e1e9,DATA,(011) 5966 8087,,,2025-07-31 08:45:31,2025-07-31 10:03:21,4670,BS_2,N/A,50632,451312
3ef2a717-bee7-4c21-afbd-1979a413d89d,VOICE,61 8660-4082,61 8660-4082,0800-706-9158,2025-07-31 08:45:41,2025-07-31 08:58:42,781,BS_2,ANSWERED,0,0
8da646ff-d9f7-4383-bd8e-c0f911e201ad,DATA,84 5554-0467,,,2025-07-31 08:48:49,2025-07-31 10:18:27,5378,BS_3,N/A,17857,141930
4ddf2805-af3e-460a-9e09-b8649ddc429b,DATA,+55 (084) 4040 4605,,,2025-07-31 08:49:29,2025-07-31 09:14:59,1530,BS_6,N/A,22274,106267
42c2ef73-339c-41e7-8700-42730df4a7c3,DATA,11 6657-0458,,,2025-07-31 08:50:32,2025-07-31 09:05:56,924,BS_6,N/A,14754,131952
9dd192dd-7fb1-4280-993d-77b460f6f807,VOICE,(041) 5136-7333,(041) 5136-7333,0500-036-4570,2025-07-31 08:52:01,2025-07-31 08:52:09,8,BS_6,BUSY,0,0
0fd71734-2cc7-4fb0-9efd-4385963d3d42,DATA,+55 (011) 8613-3281,,,2025-07-31 08:52:37,2025-07-31 10:24:00,5483,BS_5,N/A,128834,518719
fd231d94-0bda-4828-89cd-acab69be5c58,DATA,31 9420 5800,,,2025-07-31 08:53:11,2025-07-31 09:39:51,2800,BS_4,N/A,78884,493387
76687912-1e7d-43d0-8fd0-6544644e4f84,DATA,0300-624-1801,,,2025-07-31 08:54:41,2025-07-31 09:55:53,3672,BS_5,N/A,24914,191019
dd3df1ee-5016-44f4-97e8-0ef561da9042,DATA,21 4059-5253,,,2025-07-31 08:54:58,2025-07-31 09:23:11,1693,BS_6,N/A,7391,42672
6e11ab90-c04b-4d85-90b4-d88e64419a21,SMS,21 3084-2461,21 3084-2461,+55 (021) 2170 9579,2025-07-31 08:56:05,2025-07-31 08:56:05,0,BS_3,N/A,0,0
85c2008b-4b71-4dc3-a834-15aa3670b9c1,VOICE,0800-983-5388,0800-983-5388,+55 11 8470-3086,2025-07-31 08:57:54,2025-07-31 09:10:45,771,BS_1,ANSWERED,0,0
fa683916-374e-4cfd-91f0-508810d8bbf4,VOICE,+55 (011) 8613-3281,+55 (011) 8613-3281,0800-983-5388,2025-07-31 08:58:13,2025-07-31 09:25:15,1622,BS_5,ANSWERED,0,0
b30e85df-6eff-43f8-93ab-4562495bd303,DATA,84 3020-3075,,,2025-07-31 08:59:43,2025-07-31 10:55:21,6938,BS_6,N/A,42980,400325
5464498f-efcf-438c-b9bf-127e7e261f0a,DATA,(011) 7973-2717,,,2025-07-31 09:05:37,2025-07-31 10:20:39,4502,BS_1,N/A,158618,804043
2b783e49-f137-4a14-8287-b40464ce6331,VOICE,71 5850-9509,71 5850-9509,21 6221-2093,2025-07-31 09:08:10,2025-07-31 09:14:32,382,BS_1,ANSWERED,0,0
47593325-b219-41f6-ab24-89c28d7c8711,SMS,(081) 3395 8829,(081) 3395 8829,+55 31 4525-9262,2025-07-31 09:10:20,2025-07-31 09:10:20,0,BS_4,N/A,0,0
c70f2961-ef06-46b1-aa29-cca0afa253f9,VOICE,+55 (031) 4042 1031,+55 (031) 4042 1031,21 7741-7313,2025-07-31 09:10:40,2025-07-31 09:24:20,820,BS_2,ANSWERED,0,0
f714eeb6-a7d5-4888-b5ca-6cd956026d9f,DATA,+55 (031) 0783-3019,,,2025-07-31 09:13:49,2025-07-31 11:09:00,6911,BS_5,N/A,252541,854289
f40a37c5-99ec-4d0b-8933-aafdeb9bc41a,SMS,+55 21 2700 4269,+55 21 2700 4269,0800-983-5388,2025-07-31 09:15:21,2025-07-31 09:15:21,0,BS_2,N/A,0,0
b6c628e4-7c7d-4b06-99d0-8e227f324e6f,DATA,+55 11 0490-8390,,,2025-07-31 09:15:44,2025-07-31 09:35:11,1167,BS_3,N/A,17873,167465
ed2ef457-c9a9-4bf0-9c2d-4157814f1205,SMS,0500-665-1181,0500-665-1181,(051) 5025-0542,2025-07-31 09:16:16,2025-07-31 09:16:16,0,BS_6,N/A,0,0
0437d2bf-864b-4a89-8e44-3ee75e0f1aab,DATA,+55 (011) 7651 1793,,,2025-07-31 09:17:42,2025-07-31 09:27:24,582,BS_4,N/A,18580,116245
8675b7c2-0f0e-4615-b979-f164e82dc5ac,VOICE,(061) 4578-8780,(061) 4578-8780,+55 (011) 2328 0035,2025-07-31 09:18:41,2025-07-31 09:31:14,753,BS_3,ANSWERED,0,0
3311a389-84df-4444-a796-0d3bf227b85b,VOICE,+55 (081) 1552 1739,+55 (081) 1552 1739,+55 84 1720 7442,2025-07-31 09:19:29,2025-07-31 09:43:21,1432,BS_1,ANSWERED,0,0
47309560-6d56-4d31-a841-5cca70cf903c,VOICE,(031) 0007 3459,(031) 0007 3459,(011) 7973-2717,2025-07-31 09:20:26,2025-07-31 09:37:20,1014,BS_4,ANSWERED,0,0
a0ae9ad6-b92f-419a-a003-67f087aa773c,DATA,0500 591 6133,,,2025-07-31 09:23:35,2025-07-31 10:17:03,3208,BS_1,N/A,147487,598376
bdd3809e-b9db-4c9c-b669-4119525864f6,DATA,(041) 2276-6134,,,2025-07-31 09:23:41,2025-07-31 11:10:16,6395,BS_5,N/A,137976,662163
23804a52-cad2-4acb-9940-a9957324a4f0,DATA,+55 (084) 0155-6880,,,2025-07-31 09:24:09,2025-07-31 10:26:21,3732,BS_5,N/A,181490,721806
f02828d0-1133-4f44-9a29-8d26722ed8f4,SMS,(081) 3731 7779,(081) 3731 7779,(011) 2383 7953,2025-07-31 09:25:32,2025-07-31 09:25:32,0,BS_5,N/A,0,0
afcb6ab0-f317-4f83-ad61-b8026014d9c8,VOICE,61 8216 2026,61 8216 2026,+55 31 4525-9262,2025-07-31 09:28:20,2025-07-31 09:52:25,1445,BS_5,ANSWERED,0,0
af33c805-44cf-4eae-96b9-e133fbbdcc48,SMS,0300-624-1801,0300-624-1801,41 9504 0978,2025-07-31 09:29:27,2025-07-31 09:29:27,0,BS_5,N/A,0,0
dcaf715e-ed9e-4ec1-a1fd-ea049ad73819,DATA,+55 11 8564 6249,,,2025-07-31 09:29:48,2025-07-31 09:48:06,1098,BS_4,N/A,3963,13898
eec80117-fc02-47e4-bde7-0b41980289b4,VOICE,+55 11 8564 6249,+55 11 8564 6249,+55 71 7216-8626,2025-07-31 09:29:49,2025-07-31 09:54:37,1488,BS_3,ANSWERED,0,0
da44e0d3-f00d-45e4-8a2c-7e35cca43d69,DATA,41 7527-2793,,,2025-07-31 09:34:10,2025-07-31 11:22:32,6502,BS_4,N/A,220150,759999
bbb417ff-98bb-4cce-b1ed-55cc32c19912,VOICE,(081) 3731 7779,(081) 3731 7779,0500-155-9163,2025-07-31 09:34:20,2025-07-31 09:34:22,2,BS_4,BUSY,0,0
c392b78f-77c5-4c56-8239-f9a878bd02ec,DATA,(011) 4903-7791,,,2025-07-31 09:38:52,2025-07-31 10:04:46,1554,BS_6,N/A,34562,174435
5930a975-df16-49a9-a1ed-6a0e3f999bfd,DATA,+55 11 0490-8390,,,2025-07-31 09:40:49,2025-07-31 11:28:53,6484,BS_3,N/A,13781,125952
a2f2faed-5548-4d13-8e68-e593404fbbbd,DATA,+55 (071) 4593 5543,,,2025-07-31 09:48:48,2025-07-31 11:27:50,5942,BS_5,N/A,70212,279027
02979e26-c10f-40ed-ad68-c164d226d7ac,VOICE,(011) 3647 3114,(011) 3647 3114,11 9468-2229,2025-07-31 09:48:51,2025-07-31 09:51:58,187,BS_6,ANSWERED,0,0
35445474-304a-4e6c-ac90-776e5850fa63,DATA,+55 21 2079-7634,,,2025-07-31 09:50:02,2025-07-31 10:21:43,1901,BS_2,N/A,62399,337178
eb662434-6681-4bcf-8762-bbf8c7c553c7,DATA,+55 21 2079-7634,,,2025-07-31 09:55:02,2025-07-31 10:57:48,3766,BS_2,N/A,17750,170348
67536a35-e9f0-4247-ab8e-17b35889844e,DATA,+55 81 0508 4021,,,2025-07-31 09:55:26,2025-07-31 11:43:35,6489,BS_3,N/A,212726,991770
eb1c502e-a3d6-4cf2-8dfb-58326f1ca582,DATA,+55 81 6011-7671,,,2025-07-31 09:55:27,2025-07-31 11:25:51,5424,BS_3,N/A,86866,374937
fc84ce7b-0f38-487e-9c35-9c65ff66599a,DATA,0300 613 9940,,,2025-07-31 09:55:55,2025-07-31 11:26:37,5442,BS_3,N/A,262930,1007487
8731e62b-eab2-4e6b-9ff8-c1ce9bbaaaf7,DATA,0300-624-1801,,,2025-07-31 09:56:54,2025-07-31 11:38:35,6101,BS_4,N/A,160315,849947
d8940ace-1784-4221-82da-a611f8f96a59,VOICE,(081) 1142 9446,(081) 1142 9446,21 3084-2461,2025-07-31 09:58:22,2025-07-31 10:15:07,1005,BS_1,ANSWERED,0,0
521b5a0b-0363-4c8d-87a7-7f1a159724f9,DATA,+55 (071) 8364 4685,,,2025-07-31 10:00:54,2025-07-31 11:42:51,6117,BS_2,N/A,7991,47835
2e10ba25-344b-4da1-9808-96cef070cfb7,DATA,+55 21 4784 8229,,,2025-07-31 10:00:57,2025-07-31 10:21:02,1205,BS_2,N/A,8868,48420
6055241b-c1a5-4cee-b229-7ef54f816e14,DATA,84 3020-3075,,,2025-07-31 10:04:25,2025-07-31 11:18:34,4449,BS_6,N/A,7473,25042
